epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
39,831.203,1.27924,0.92994,1.04742,0.9169,0.92359,0.91228,0.53579,1.32085,0.74326,1.03414,0.000165149,0.000165149,0.000165149
40,849.952,1.27491,0.92447,1.04927,0.91195,0.91673,0.91044,0.53524,1.30341,0.74311,1.03325,0.000151943,0.000151943,0.000151943
41,870.944,1.25757,0.80527,1.06386,0.90954,0.92307,0.90715,0.52797,1.31106,0.74019,1.0362,0.000138736,0.000138736,0.000138736
42,889.36,1.24936,0.78371,1.06558,0.91489,0.91782,0.90833,0.53429,1.29162,0.74275,1.03464,0.000125529,0.000125529,0.000125529
43,908.801,1.24344,0.7915,1.06411,0.91303,0.92039,0.91004,0.53634,1.29528,0.73724,1.03104,0.000112323,0.000112323,0.000112323
44,927.119,1.23773,0.76618,1.05824,0.91449,0.91921,0.90696,0.53466,1.31233,0.73731,1.03305,9.91162e-05,9.91162e-05,9.91162e-05
45,946.557,1.22508,0.76953,1.05477,0.91228,0.92648,0.91038,0.53585,1.30706,0.72817,1.03346,8.59096e-05,8.59096e-05,8.59096e-05
46,964.506,1.22071,0.75809,1.05775,0.91658,0.92345,0.90912,0.53315,1.31681,0.72736,1.03652,7.2703e-05,7.2703e-05,7.2703e-05
47,982.921,1.21269,0.74936,1.05393,0.915,0.92577,0.91205,0.53657,1.3055,0.72264,1.03218,5.94964e-05,5.94964e-05,5.94964e-05
48,1001.91,1.21191,0.7434,1.05354,0.90859,0.92156,0.91119,0.53578,1.30892,0.72716,1.03781,4.62898e-05,4.62898e-05,4.62898e-05
49,1019.89,1.20555,0.73608,1.04545,0.91541,0.92384,0.91254,0.53634,1.31079,0.70944,1.03751,3.30832e-05,3.30832e-05,3.30832e-05
50,1041.2,1.20523,0.73717,1.05172,0.91463,0.92404,0.909,0.53591,1.30828,0.71255,1.03696,1.98766e-05,1.98766e-05,1.98766e-05
